unnamed: 0,id,manufacturer,model,year,battery_type,battery_capacity_kwh,range_km,charging_type,charge_time_hr,price_usd,color,country_of_manufacture,autonomous_level,co2_emissions_g_per_km,safety_rating,units_sold_2024,warranty_years
1849,1849,Zeekr,Zeekr 001,2018,Lithium-iron phosphate,118.8,377,Level 1 Charging,5.9,32326.34,Green,Japan,3.0,0.0,3.0,694,3
1850,1850,Skoda,Enyaq,2025,Magnesium-ion,20.5,470,Vehicle-to-Load (V2L),4.6,73988.88,Bronze,China,4.0,0.0,5.0,2233,3
1851,1852,Great Wall Motors,ORA Ballet Cat,2020,Lithium-sulfur,115.5,577,Inductive (Wireless) Charging,2.8,98743.79,Turquoise,Turkey,1.0,0.0,3.0,13038,5
1854,1855,Audi,A6 e-tron (upcoming),2017,Lithium-ion,35.5,387,CHAdeMO,6.8,116504.46,Gray,Belgium,1.0,0.0,3.0,8803,5
1856,1857,Mazda,MX-30,2015,Aluminum-ion,122.4,271,Vehicle-to-Home (V2H),4.0,133105.37,Burgundy,Poland,2.0,0.0,3.0,19097,4
1857,1858,Mercedes-Benz,EQS SUV,2017,Sodium-ion,98.2,364,Ultra-Fast Charging (350 kW+),8.5,51338.07,Ruby Red,Singapore,3.0,0.0,5.0,14229,5
1858,1859,VinFast,VF 9,2022,Nickel-metal hydride,134.6,232,Solar Charging,2.7,66685.99,Emerald Green,Mexico,4.0,0.0,3.0,19778,4
1860,1861,Maserati,Grecale Folgore,2025,Lithium-sulfur,36.3,341,Vehicle-to-Grid (V2G),11.6,105178.11,Volcanic Yellow,South Korea,0.0,0.0,4.0,15824,3
1862,1863,VinFast,VFe34 (discontinued),2018,Lithium-ion,97.4,143,Battery Swapping,11.1,105543.49,Blue,France,1.0,0.0,5.0,3724,4
1864,1865,Pininfarina,Battista,2022,Magnesium-ion,59.8,180,Ultra-Fast Charging (350 kW+),10.1,145539.26,Ruby Red,Hungary,5.0,0.0,4.0,2700,4
1866,1867,Ferrari,SF90 Stradale (PHEV),2025,Lithium-ion,76.2,531,Vehicle-to-Home (V2H),5.2,133759.83,Ruby Red,Poland,3.0,0.0,5.0,10645,4
1868,1869,Volvo,C40 Recharge,2019,Lithium-iron phosphate,108.9,304,Level 1 Charging,3.7,132440.6,Racing Red,Israel,5.0,0.0,5.0,7288,4
1869,1870,Changan,SL03,2018,Calcium-ion,123.8,361,CCS,10.8,59552.8,Aurora Blue,Austria,1.0,0.0,3.0,1653,3
1870,1871,Volvo,EX90,2019,Solid-state,129.9,178,Solar Charging,9.2,142008.56,Black,Singapore,1.0,0.0,3.0,7920,3
1871,1872,Fisker,Ocean,2020,Aluminum-ion,29.4,124,CHAdeMO,3.4,45848.28,Yellow,Germany,0.0,0.0,5.0,16339,3
1874,1875,Dacia,Jogger Hybrid,2019,Zinc-air,144.9,576,DC Fast Charging (DCFC),7.6,134938.34,Orange,Mexico,2.0,0.0,4.0,14163,3
1875,1876,Porsche,Macan EV,2019,Nickel-cobalt-aluminum,52.0,530,Vehicle-to-Grid (V2G),1.9,79262.08,Rose Gold,China,4.0,0.0,5.0,14174,3
1878,1879,Hyundai,Ioniq 6,2021,Lithium-titanate,32.5,125,Inductive (Wireless) Charging,7.4,88271.06,Graphite Gray,South Africa,0.0,0.0,4.0,12803,5
1879,1880,Jaguar,I-PACE,2018,Lead-acid,88.0,308,Vehicle-to-Load (V2L),8.6,118063.09,Green,South Africa,2.0,0.0,3.0,11485,5
1880,1881,Chevrolet,Equinox EV,2021,Sodium-ion,149.1,488,NACS,4.9,51131.67,Silver,USA,1.0,0.0,3.0,18152,3
1881,1882,Skoda,Elroq (upcoming),2019,Nickel-manganese-cobalt,40.1,198,Vehicle-to-Home (V2H),2.9,80397.0,Black,Australia,5.0,0.0,5.0,7272,3
1885,1886,Fisker,Pear (upcoming),2020,Magnesium-ion,122.8,222,Vehicle-to-Load (V2L),8.6,87853.32,Forest Green,Germany,0.0,0.0,4.0,3547,5
1887,1888,Nissan,Leaf,2020,Lithium-sulfur,96.7,116,Level 2 Charging,8.2,100337.9,Matte Gray,Switzerland,3.0,0.0,5.0,16711,4
1893,1894,Porsche,Macan EV,2024,Nickel-metal hydride,83.4,383,Solar Charging,9.4,88309.7,Sapphire Blue,Japan,3.0,0.0,4.0,4605,4
1894,1895,XPeng,X9,2020,Calcium-ion,91.7,515,Solar Charging,4.0,48635.13,Charcoal,Netherlands,2.0,0.0,5.0,17832,4
1898,1899,Opel,Corsa-e,2019,Solid-state,145.9,212,Battery Swapping,1.4,41188.36,Stealth Gray,China,0.0,0.0,5.0,3393,4
1900,1901,Toyota,bZ4X,2021,Nickel-manganese-cobalt,33.0,438,Vehicle-to-Home (V2H),6.6,38305.08,Metallic Silver,France,2.0,0.0,4.0,15525,3
1901,1902,Citroen,ë-C4,2022,Sodium-ion,106.0,341,Battery Swapping,9.6,84599.27,Bronze,Germany,3.0,0.0,5.0,17211,4
1904,1905,Chevrolet,Bolt EV,2015,Lead-acid,98.3,429,Mobile Charging,3.9,124416.65,Pearl White,Hungary,0.0,0.0,3.0,9204,4
1906,1907,Polestar,Polestar 5 (upcoming),2016,Lithium-ion,148.5,571,Vehicle-to-Home (V2H),9.7,30471.45,Red,Malaysia,1.0,0.0,4.0,19513,3
1908,1909,Mazda,Mazda EV (upcoming models),2016,Magnesium-ion,66.4,534,Vehicle-to-Grid (V2G),5.6,57293.95,Crimson Red,South Africa,4.0,0.0,4.0,12256,3
1909,1910,Volvo,XC40 Recharge,2022,Magnesium-ion,108.4,519,Inductive (Wireless) Charging,8.9,73223.17,White,South Korea,5.0,0.0,4.0,13245,4
1910,1911,Rivian,EDV (Electric Delivery Van),2021,Lithium-titanate,34.5,478,Vehicle-to-Load (V2L),7.9,84763.44,Yellow,Australia,4.0,0.0,5.0,5071,4
1911,1912,MG,MG ES5,2017,Aluminum-ion,139.4,505,Overhead Pantograph Charging,10.2,75133.9,Pink,Belgium,1.0,0.0,4.0,18134,4
1914,1915,Lucid Motors,Lucid Gravity,2019,Nickel-cobalt-aluminum,59.3,206,Vehicle-to-Home (V2H),0.7,142640.58,Lime Green,Hungary,0.0,0.0,5.0,7777,4
1915,1916,Mini,Mini Electric,2022,Lithium-titanate,129.2,150,Plug-in Hydrogen Refueling,5.1,119683.58,Charcoal,Argentina,4.0,0.0,4.0,781,5
1917,1918,VinFast,VF 8,2024,Flow batteries,86.9,171,DC Fast Charging (DCFC),10.3,30144.88,Sky Blue,United Arab Emirates,5.0,0.0,4.0,12303,5
1920,1921,XPeng,G9,2016,Nickel-manganese-cobalt,70.0,426,Ultra-Fast Charging (350 kW+),10.0,48664.88,Tan,Spain,5.0,0.0,4.0,16604,3
1921,1922,Rimac,Nevera,2021,Calcium-ion,80.1,240,Level 1 Charging,10.1,47681.03,Burgundy,Singapore,5.0,0.0,3.0,11248,3
1922,1923,VinFast,VFe34 (discontinued),2017,Aluminum-ion,135.3,512,Plug-in Hydrogen Refueling,9.8,139381.12,Midnight Black,India,1.0,0.0,5.0,18601,4
1923,1924,Mercedes-Benz,EQE,2020,Nickel-metal hydride,137.9,312,Battery Swapping,3.5,112055.3,Bronze,Belgium,5.0,0.0,5.0,17764,4
1924,1925,MG,MG ZS EV,2016,Solid-state,60.2,597,Ultra-Fast Charging (350 kW+),3.0,81130.28,Black,Ireland,0.0,0.0,3.0,10942,4
1925,1926,Seat,Avenger,2024,Flow batteries,105.8,455,Level 2 Charging,9.4,139181.55,Ice Silver,Netherlands,4.0,0.0,3.0,11676,5
1926,1927,Kia,Niro EV,2015,Lithium-titanate,114.9,588,Plug-in Hydrogen Refueling,11.5,86155.45,Orange,Indonesia,5.0,0.0,3.0,7089,3
1927,1928,Lucid Motors,Lucid Gravity,2023,Lithium-sulfur,29.4,507,Level 1 Charging,2.5,68336.99,Lime Green,Finland,3.0,0.0,4.0,18718,3
1930,1931,Mercedes-Benz,EQB,2018,Lithium-ion,123.5,378,Level 2 Charging,4.7,144748.88,Silver,Turkey,4.0,0.0,5.0,18304,3
1932,1933,Citroen,ë-Spacetourer,2023,Sodium-ion,39.4,101,Vehicle-to-Load (V2L),2.0,37686.41,Candy Apple Red,Germany,1.0,0.0,5.0,2272,4
1935,1936,Volkswagen,ID.4,2020,Lithium-ion,40.0,434,Ultra-Fast Charging (350 kW+),0.5,138529.75,Lime Green,Portugal,5.0,0.0,4.0,6707,5
1936,1937,Jaguar,I-PACE,2024,Nickel-metal hydride,130.4,386,Level 1 Charging,10.4,43422.87,Tan,Thailand,3.0,0.0,5.0,12632,5
1938,1939,Nissan,Ariya,2019,Magnesium-ion,115.5,382,Level 1 Charging,1.6,117464.18,Yellow,Russia,1.0,0.0,5.0,5569,5
1939,1940,Tesla,Cybertruck,2017,Lithium-sulfur,32.5,283,Level 1 Charging,4.2,32179.01,Sapphire Blue,Indonesia,5.0,0.0,3.0,4003,4
1942,1943,Canoo,Pickup,2020,Lead-acid,109.2,527,NACS,5.8,114494.92,Matte Gray,Saudi Arabia,0.0,0.0,4.0,17416,5
1943,1944,Nissan,Leaf,2015,Lithium-sulfur,138.1,283,Level 1 Charging,8.6,101161.07,Orange,Saudi Arabia,2.0,0.0,5.0,7215,4
1944,1945,Seat,Avenger,2019,Flow batteries,115.0,405,NACS,1.0,118374.27,Teal,Singapore,2.0,0.0,3.0,3505,5
1945,1946,Lucid Motors,Lucid Gravity,2024,Magnesium-ion,91.3,109,Solar Charging,9.2,86128.31,Charcoal,Malaysia,2.0,0.0,3.0,12748,3
1946,1947,Lamborghini,Lanzador (upcoming EV),2023,Zinc-air,80.4,585,Level 2 Charging,9.7,43083.57,Teal,Netherlands,1.0,0.0,5.0,12319,3
1947,1948,Tesla,Cybertruck,2018,Lithium-sulfur,79.6,448,DC Fast Charging (DCFC),2.0,90910.48,Matte Green,South Africa,5.0,0.0,4.0,9200,4
1948,1949,Kia,Soul EV,2018,Lithium-titanate,128.8,409,Vehicle-to-Load (V2L),7.1,133236.0,Gun Metal,Italy,5.0,0.0,4.0,1593,3
1949,1950,Rivian,EDV (Electric Delivery Van),2025,Nickel-manganese-cobalt,117.3,551,Overhead Pantograph Charging,10.6,47464.06,Turquoise,United Arab Emirates,4.0,0.0,5.0,8460,3
1950,1951,Ferrari,Roma PHEV,2021,Lithium-titanate,51.6,464,Level 1 Charging,7.9,86431.68,Champagne,Israel,4.0,0.0,5.0,9738,4
1951,1952,Rimac,Nevera,2025,Aluminum-ion,103.5,229,Solar Charging,3.7,131999.88,Silver,Malaysia,1.0,0.0,5.0,11251,4
1952,1953,Genesis,GV70 Electric,2019,Magnesium-ion,78.8,281,CCS,8.4,33719.11,Cobalt Blue,Spain,4.0,0.0,5.0,16899,4
1953,1954,Acura,ZDX (with GM Ultium),2022,Magnesium-ion,98.8,500,Vehicle-to-Grid (V2G),4.7,132608.64,Candy Apple Red,Turkey,5.0,0.0,5.0,2360,4
1954,1955,Great Wall Motors,ORA Ballet Cat,2019,Calcium-ion,48.4,256,Level 2 Charging,6.1,144629.42,Electric Blue,South Korea,5.0,0.0,4.0,15259,4
1958,1959,Great Wall Motors,ORA Lightning Cat,2016,Lithium-sulfur,75.1,413,Mobile Charging,10.7,100219.21,Cosmic Purple,Brazil,2.0,0.0,3.0,4875,3
1959,1960,Chevrolet,Silverado EV,2016,Nickel-manganese-cobalt,52.7,199,Vehicle-to-Grid (V2G),11.7,61856.27,Burgundy,Argentina,3.0,0.0,3.0,3531,5
1961,1962,Ford,F-150 Lightning,2025,Lithium-titanate,102.2,286,Plug-in Hydrogen Refueling,3.9,80309.56,Ice Silver,Brazil,0.0,0.0,4.0,11144,5
1962,1963,Pininfarina,Battista,2017,Nickel-cobalt-aluminum,47.6,270,Vehicle-to-Grid (V2G),0.6,89810.28,Navy Blue,Saudi Arabia,5.0,0.0,3.0,4485,4
1963,1964,Li Auto,L8,2024,Lithium-titanate,98.1,234,Vehicle-to-Grid (V2G),0.9,92345.83,Ice Silver,Belgium,3.0,0.0,3.0,13896,5
1965,1966,Renault,Megane E-Tech,2020,Flow batteries,34.0,119,Level 2 Charging,2.9,131801.21,Gold,Poland,3.0,0.0,3.0,3752,4
1966,1967,Porsche,Taycan,2023,Flow batteries,45.2,221,Ultra-Fast Charging (350 kW+),7.3,106223.17,Titanium,China,1.0,0.0,5.0,19968,3
1969,1970,Peugeot,e-208,2016,Nickel-metal hydride,74.8,395,Level 2 Charging,10.9,61042.35,Cosmic Purple,Indonesia,4.0,0.0,4.0,16091,4
1970,1971,Tesla,Cybertruck,2021,Calcium-ion,110.0,109,Vehicle-to-Grid (V2G),10.7,144096.94,Candy Apple Red,Sweden,2.0,0.0,3.0,11855,4
1972,1973,Changan,Deepal S07,2015,Nickel-cobalt-aluminum,31.2,563,Vehicle-to-Home (V2H),11.5,48378.38,Magenta,Sweden,0.0,0.0,3.0,13141,5
1974,1975,MG,MG ZS EV,2018,Solid-state,109.7,593,Plug-in Hydrogen Refueling,4.8,149934.83,Matte Green,Argentina,1.0,0.0,3.0,5708,4
1975,1976,Volkswagen,ID.7,2025,Sodium-ion,51.0,291,Battery Swapping,1.5,77869.15,Black,UK,0.0,0.0,4.0,18224,3
1977,1978,Kia,Soul EV,2022,Calcium-ion,57.1,245,Ultra-Fast Charging (350 kW+),3.1,147005.03,Matte Blue,Argentina,4.0,0.0,5.0,9623,4
1978,1979,Hyundai,Kona Electric,2020,Solid-state,31.9,574,Level 1 Charging,1.1,86277.82,Platinum,France,5.0,0.0,3.0,12197,3
1980,1981,VinFast,VFe34 (discontinued),2022,Lithium-sulfur,104.3,445,Mobile Charging,7.9,134178.73,Brown,Hungary,5.0,0.0,4.0,5472,4
1981,1982,Ford,Explorer EV (Europe),2025,Flow batteries,108.5,490,Battery Swapping,8.2,49891.62,Copper,UK,0.0,0.0,4.0,9559,3
1982,1983,VinFast,VF 8,2016,Aluminum-ion,136.7,196,Ultra-Fast Charging (350 kW+),5.8,123717.2,Sapphire Blue,Austria,3.0,0.0,5.0,19920,4
1983,1984,NIO,ET7,2025,Aluminum-ion,69.0,569,Level 1 Charging,10.1,68427.68,Champagne,UK,3.0,0.0,4.0,17070,4
1985,1986,Honda,Honda Prologue,2020,Lithium-ion,93.4,395,Vehicle-to-Grid (V2G),2.9,61012.45,Stealth Gray,Belgium,3.0,0.0,3.0,2966,5
1986,1987,BMW,iX3,2023,Sodium-ion,124.1,541,DC Fast Charging (DCFC),11.6,60034.24,Sky Blue,Vietnam,4.0,0.0,4.0,19544,3
1987,1988,Canoo,Lifestyle Vehicle,2016,Lithium-iron phosphate,66.4,395,Vehicle-to-Grid (V2G),1.9,109921.01,Blue,Australia,1.0,0.0,5.0,272,3
1989,1990,Great Wall Motors,ORA Ballet Cat,2016,Lithium-titanate,99.3,595,DC Fast Charging (DCFC),10.3,126523.85,Aurora Blue,Spain,4.0,0.0,3.0,9656,3
1990,1991,Jeep,Grand Cherokee 4xe (PHEV),2022,Solid-state,82.6,380,Battery Swapping,8.3,148400.0,Midnight Black,UK,0.0,0.0,5.0,1553,4
1991,1992,Fisker,Ocean,2024,Calcium-ion,136.6,316,Vehicle-to-Home (V2H),10.4,130671.1,Sapphire Blue,Turkey,4.0,0.0,5.0,15106,4
1993,1994,Rivian,R1S,2015,Lithium-titanate,62.7,408,Vehicle-to-Grid (V2G),2.6,84441.41,Lime Green,China,4.0,0.0,3.0,16906,5
1994,1995,Nissan,Leaf,2017,Calcium-ion,56.2,600,Solar Charging,9.6,87422.04,Forest Green,Vietnam,5.0,0.0,3.0,11801,4
1996,1997,Volvo,XC40 Recharge,2021,Lithium-ion,37.1,166,Vehicle-to-Home (V2H),7.8,65941.09,Forest Green,South Korea,3.0,0.0,5.0,16123,3
2000,2001,Lotus,Evija,2023,Nickel-cobalt-aluminum,76.3,121,Mobile Charging,10.1,103614.33,Beige,Israel,4.0,0.0,5.0,16433,3
2001,2002,Seat,Avenger,2022,Aluminum-ion,24.7,178,Level 2 Charging,3.3,110381.86,Titanium,Netherlands,4.0,0.0,3.0,5491,3
2002,2003,Peugeot,e-2008,2015,Lithium-iron phosphate,132.8,583,Plug-in Hydrogen Refueling,6.5,147619.53,Gray,Malaysia,5.0,0.0,4.0,17746,5
2003,2004,Mini,Mini Cooper SE,2017,Nickel-manganese-cobalt,38.7,336,Plug-in Hydrogen Refueling,11.8,116685.03,Charcoal,USA,3.0,0.0,4.0,14340,3
2004,2005,Peugeot,e-208,2021,Nickel-metal hydride,106.6,216,Ultra-Fast Charging (350 kW+),3.6,105995.44,Platinum,Argentina,2.0,0.0,5.0,4229,4
2005,2006,Mahindra,XUV400,2015,Lithium-sulfur,63.0,273,Overhead Pantograph Charging,8.6,86377.95,Blue,Italy,1.0,0.0,3.0,5577,5
2006,2007,Fisker,Pear (upcoming),2015,Lithium-sulfur,112.2,503,Battery Swapping,1.0,117218.51,Charcoal,Mexico,2.0,0.0,5.0,7305,5
2007,2008,VinFast,VF 9,2022,Flow batteries,25.0,153,CCS,5.3,146527.92,Matte White,China,4.0,0.0,4.0,13098,5
2008,2009,Changan,SL03,2023,Nickel-cobalt-aluminum,129.4,547,Mobile Charging,4.9,31219.1,Bronze,Turkey,2.0,0.0,5.0,7479,3
2010,2011,Polestar,Polestar 4,2020,Zinc-air,129.2,446,Battery Swapping,11.5,80609.5,Silver,Russia,5.0,0.0,3.0,2789,3
2012,2013,Zeekr,Zeekr 001,2020,Aluminum-ion,135.4,496,DC Fast Charging (DCFC),0.9,110839.03,Orange,Argentina,1.0,0.0,3.0,10684,4
2013,2014,Changan,SL03,2017,Flow batteries,105.3,351,NACS,6.4,85296.88,Purple,India,3.0,0.0,5.0,19050,5
2014,2015,Mazda,Mazda EV (upcoming models),2022,Sodium-ion,93.9,413,Overhead Pantograph Charging,11.7,33050.17,Pink,Hungary,1.0,0.0,5.0,2719,4
2015,2016,Jaguar,I-PACE,2023,Sodium-ion,133.8,590,Solar Charging,10.8,97098.09,Sapphire Blue,Brazil,5.0,0.0,5.0,12024,3
2017,2018,BYD,Dolphin,2019,Lithium-titanate,58.5,176,Level 2 Charging,9.7,34843.22,Cobalt Blue,Italy,3.0,0.0,4.0,6634,3
2018,2019,MG,MG4 Electric,2019,Lithium-ion,44.5,473,Overhead Pantograph Charging,8.4,59036.69,Volcanic Yellow,UK,5.0,0.0,4.0,314,5
2021,2022,Rimac,Nevera,2021,Lithium-ion,31.2,560,DC Fast Charging (DCFC),11.5,123807.42,Electric Blue,Poland,5.0,0.0,5.0,12022,4
2022,2023,Audi,e-tron GT,2018,Zinc-air,119.7,419,Vehicle-to-Grid (V2G),8.5,137099.25,Brown,Saudi Arabia,1.0,0.0,3.0,3800,3
2023,2024,Ford,Mustang Mach-E,2017,Zinc-air,31.2,456,Inductive (Wireless) Charging,6.3,149271.84,Silver,UK,2.0,0.0,5.0,19737,3
2027,2028,Canoo,Lifestyle Vehicle,2016,Lithium-iron phosphate,113.9,500,NACS,0.8,136482.5,Forest Green,Portugal,2.0,0.0,4.0,2510,4
2028,2029,Lotus,Emeya,2021,Sodium-ion,27.5,466,Vehicle-to-Load (V2L),5.7,120135.5,Charcoal,Brazil,5.0,0.0,4.0,6847,3
2029,2030,XPeng,P7,2018,Flow batteries,84.7,428,DC Fast Charging (DCFC),1.6,146690.38,Lime Green,South Korea,5.0,0.0,3.0,6159,5
2030,2031,GMC,Hummer EV SUV,2018,Lithium-ion,75.2,545,Vehicle-to-Home (V2H),0.8,71444.4,Gun Metal,Portugal,4.0,0.0,4.0,19811,3
2031,2032,Dacia,Jogger Hybrid,2018,Lithium-iron phosphate,109.7,130,Level 1 Charging,6.2,119062.74,Purple,South Africa,0.0,0.0,3.0,8989,5
2032,2033,BMW,iX1,2021,Lithium-iron phosphate,52.5,210,Solar Charging,3.0,33674.5,Stealth Gray,Thailand,4.0,0.0,5.0,17750,5
2033,2034,Lotus,Evija,2018,Zinc-air,133.8,187,Ultra-Fast Charging (350 kW+),5.9,101973.44,White,Singapore,1.0,0.0,5.0,4632,5
2034,2035,BYD,Atto 3,2020,Lithium-titanate,55.7,261,CCS,2.9,122315.52,Matte Green,Indonesia,1.0,0.0,3.0,7707,4
2035,2036,Mahindra,XUV400,2023,Lithium-titanate,83.6,302,Inductive (Wireless) Charging,2.2,58862.47,Black,Japan,1.0,0.0,5.0,10197,4
2038,2039,Maserati,Grecale Folgore,2019,Lithium-titanate,47.8,294,DC Fast Charging (DCFC),1.3,94681.79,Orange,France,0.0,0.0,3.0,2927,5
2040,2041,Citroen,ë-Spacetourer,2018,Nickel-manganese-cobalt,78.8,236,Level 1 Charging,2.8,135274.2,Sky Blue,Portugal,2.0,0.0,5.0,11605,5
2041,2042,Li Auto,MEGA,2015,Lithium-ion,50.0,103,DC Fast Charging (DCFC),1.6,144633.73,Ruby Red,Italy,1.0,0.0,4.0,19236,4
2042,2043,Toyota,Lexus UX 300e,2017,Lithium-titanate,32.9,538,Vehicle-to-Home (V2H),9.1,126350.58,Beige,South Africa,2.0,0.0,5.0,10644,5
2046,2047,Seat,Avenger,2021,Nickel-metal hydride,81.7,186,Level 1 Charging,11.6,43469.52,Racing Red,China,3.0,0.0,5.0,9324,5
2047,2048,Citroen,ë-Spacetourer,2024,Nickel-metal hydride,50.5,445,CCS,9.9,115391.86,Matte Gray,Austria,3.0,0.0,5.0,15938,5
2048,2049,Hyundai,Kona Electric,2015,Solid-state,77.8,338,CCS,1.9,115452.34,Copper,Mexico,0.0,0.0,4.0,18555,4
2049,2050,Lamborghini,Lanzador (upcoming EV),2016,Lithium-titanate,139.7,247,NACS,7.7,136923.23,Rose Gold,Belgium,2.0,0.0,5.0,6618,5
2051,2052,Toyota,Lexus UX 300e,2022,Lithium-titanate,81.4,523,DC Fast Charging (DCFC),4.4,97244.12,Volcanic Yellow,China,3.0,0.0,5.0,19481,4
2052,2053,Audi,e-tron,2022,Lithium-titanate,95.0,159,Vehicle-to-Grid (V2G),1.9,66083.61,Cream,Spain,5.0,0.0,5.0,16542,3
2053,2054,BMW,iX1,2022,Sodium-ion,124.0,188,Solar Charging,10.5,88736.73,Volcanic Yellow,South Africa,5.0,0.0,3.0,7902,4
2055,2056,Hyundai,Kona Electric,2023,Nickel-metal hydride,118.1,307,Vehicle-to-Load (V2L),7.1,100266.71,Sapphire Blue,Indonesia,3.0,0.0,4.0,11815,5
2057,2058,Peugeot,e-5008,2015,Calcium-ion,118.4,403,Level 1 Charging,5.6,127289.11,Champagne,South Africa,4.0,0.0,4.0,14242,5
2058,2059,Volvo,C40 Recharge,2015,Nickel-manganese-cobalt,124.1,506,Level 2 Charging,7.1,136716.24,Graphite Gray,Belgium,2.0,0.0,5.0,14260,4
2059,2060,Renault,Scenic E-Tech,2023,Nickel-manganese-cobalt,132.5,578,NACS,7.6,71713.58,Rose Gold,New Zealand,5.0,0.0,4.0,10376,4
2060,2061,Volkswagen,ID.6,2022,Nickel-cobalt-aluminum,66.9,241,DC Fast Charging (DCFC),9.4,91179.74,Graphite Gray,France,4.0,0.0,4.0,114,3
2062,2063,Honda,Honda Prologue,2017,Aluminum-ion,68.3,326,Ultra-Fast Charging (350 kW+),3.3,103414.52,Cosmic Purple,Japan,3.0,0.0,3.0,12487,3
2064,2065,Nissan,Leaf,2020,Calcium-ion,129.0,207,Plug-in Hydrogen Refueling,8.8,122048.3,Gun Metal,Switzerland,3.0,0.0,4.0,4244,3
2067,2068,Toyota,bZ4X,2018,Lithium-iron phosphate,135.3,200,CCS,7.8,94488.74,Cobalt Blue,Turkey,2.0,0.0,3.0,4190,4
2068,2069,Genesis,G80 Electric,2023,Flow batteries,139.8,237,Vehicle-to-Home (V2H),3.0,42123.32,Matte Black,Argentina,5.0,0.0,4.0,18722,5
2070,2071,Mini,Mini Electric,2021,Lithium-sulfur,23.9,205,CHAdeMO,7.7,84036.26,Ruby Red,Ireland,4.0,0.0,5.0,4351,5
2071,2072,Lamborghini,Revuelto (PHEV),2025,Magnesium-ion,94.4,213,Vehicle-to-Home (V2H),7.6,102862.66,Sky Blue,South Africa,5.0,0.0,3.0,7799,3
2073,2074,Acura,ZDX (with GM Ultium),2021,Flow batteries,79.5,252,Vehicle-to-Load (V2L),5.3,41234.44,Magenta,Singapore,4.0,0.0,5.0,11743,5
2075,2076,Rivian,EDV (Electric Delivery Van),2025,Nickel-cobalt-aluminum,49.6,409,Battery Swapping,7.6,140034.46,Copper,USA,4.0,0.0,4.0,13590,4
2078,2079,Toyota,Lexus UX 300e,2018,Zinc-air,147.4,318,Plug-in Hydrogen Refueling,0.6,41524.59,Orange,Japan,2.0,0.0,5.0,750,5
2079,2080,Geely,Geometry A,2017,Nickel-cobalt-aluminum,60.2,573,Vehicle-to-Home (V2H),9.4,96914.46,Matte Green,Denmark,4.0,0.0,4.0,2993,4
2081,2082,Toyota,Lexus RZ,2021,Zinc-air,128.6,230,Vehicle-to-Load (V2L),9.6,112639.94,Crimson Red,Saudi Arabia,4.0,0.0,5.0,10668,3
2083,2084,Geely,Geometry C,2018,Calcium-ion,54.3,122,Plug-in Hydrogen Refueling,6.3,104276.36,Graphite Gray,Japan,5.0,0.0,3.0,16760,5
2084,2085,Genesis,G80 Electric,2019,Nickel-cobalt-aluminum,124.3,587,NACS,3.6,56674.96,Navy Blue,Austria,4.0,0.0,3.0,6116,3
2085,2086,Skoda,Enyaq Coupe,2021,Lithium-ion,126.9,358,Vehicle-to-Home (V2H),1.2,92533.56,Silver,Switzerland,2.0,0.0,4.0,22,4
2086,2087,Jeep,Wrangler 4xe (PHEV),2018,Nickel-manganese-cobalt,72.3,325,Battery Swapping,5.8,118158.64,Matte Blue,Canada,0.0,0.0,3.0,11076,3
2088,2089,VinFast,VF 8,2016,Sodium-ion,87.7,213,Inductive (Wireless) Charging,3.0,45722.66,Matte White,Indonesia,5.0,0.0,3.0,16895,4
2095,2096,Audi,e-tron GT,2021,Magnesium-ion,146.9,167,Level 2 Charging,8.0,140022.0,Beige,Israel,2.0,0.0,4.0,3057,3
2096,2097,Jaguar,I-PACE,2023,Nickel-cobalt-aluminum,26.2,429,DC Fast Charging (DCFC),6.7,137906.09,Lime Green,Italy,5.0,0.0,5.0,19945,3
2099,2100,Rivian,R1S,2015,Lead-acid,35.9,502,Battery Swapping,9.4,142970.97,Matte Gray,USA,5.0,0.0,3.0,17731,5
2102,2103,Cadillac,Celestiq,2016,Lithium-sulfur,38.6,416,Level 1 Charging,3.8,73090.41,Ruby Red,Malaysia,1.0,0.0,5.0,17486,4
2103,2104,Changan,Deepal S07,2021,Zinc-air,31.1,407,Overhead Pantograph Charging,2.7,41487.15,Rose Gold,Czech Republic,4.0,0.0,4.0,9617,5
2105,2106,Volkswagen,ID.2all,2023,Nickel-cobalt-aluminum,76.6,493,Inductive (Wireless) Charging,4.0,92651.21,Bronze,Thailand,4.0,0.0,5.0,13535,4
2106,2107,Genesis,GV60,2016,Nickel-cobalt-aluminum,68.0,180,Vehicle-to-Load (V2L),9.1,128582.41,Copper,Japan,2.0,0.0,3.0,6759,3
2107,2108,Dacia,Jogger Hybrid,2020,Nickel-metal hydride,55.6,592,Inductive (Wireless) Charging,4.4,70988.53,Racing Red,India,0.0,0.0,5.0,10122,5
2108,2109,NIO,ET7,2022,Nickel-metal hydride,34.0,589,Level 2 Charging,4.4,48023.85,Emerald Green,Argentina,1.0,0.0,3.0,3900,5
2110,2111,Honda,Honda e (discontinued),2018,Lithium-titanate,34.2,516,Battery Swapping,11.0,106881.03,Red,Portugal,4.0,0.0,3.0,8691,5
2113,2114,Citroen,ë-Spacetourer,2018,Flow batteries,63.2,358,Vehicle-to-Load (V2L),5.7,63868.89,Teal,Italy,5.0,0.0,5.0,4708,3
